Id_Sample,AdviceResult,TrueResult,Metric,SendedBy
6143,3.0,3.0,VP,IDS 1
6145,3.0,3.0,VP,IDS 1
6146,3.0,3.0,VP,IDS 3
6149,3.0,3.0,VP,IDS 1
6150,3.0,3.0,VP,IDS 1
6151,3.0,3.0,VP,IDS 3
6153,3.0,3.0,VP,IDS 3
6155,3.0,3.0,VP,IDS 1
6162,3.0,3.0,VP,IDS 1
6166,3.0,3.0,VP,IDS 3
6167,3.0,3.0,VP,IDS 1
6168,3.0,3.0,VP,IDS 3
6172,3.0,3.0,VP,IDS 3
6173,0.0,3.0,FN,IDS 1
6174,3.0,3.0,VP,IDS 3
6177,3.0,3.0,VP,IDS 3
6178,3.0,3.0,VP,IDS 3
6180,0.0,3.0,FN,IDS 1
6181,4.0,3.0,FN,IDS 1
6182,3.0,3.0,VP,IDS 3
535,0.0,0.0,VN,IDS 3
536,0.0,0.0,VN,IDS 3
617,0.0,0.0,VN,IDS 3
618,0.0,0.0,VN,IDS 1
620,0.0,0.0,VN,IDS 1
621,0.0,0.0,VN,IDS 3
622,0.0,0.0,VN,IDS 1
623,0.0,0.0,VN,IDS 1
626,0.0,0.0,VN,IDS 1
627,0.0,0.0,VN,IDS 1
628,0.0,0.0,VN,IDS 1
629,0.0,0.0,VN,IDS 1
632,0.0,0.0,VN,IDS 3
633,0.0,0.0,VN,IDS 1
634,0.0,0.0,VN,IDS 1
635,0.0,0.0,VN,IDS 1
636,0.0,0.0,VN,IDS 1
638,0.0,0.0,VN,IDS 1
639,0.0,0.0,VN,IDS 1
641,0.0,0.0,VN,IDS 3
643,0.0,0.0,VN,IDS 3
647,0.0,0.0,VN,IDS 3
649,0.0,0.0,VN,IDS 1
651,0.0,0.0,VN,IDS 1
652,0.0,0.0,VN,IDS 3
653,0.0,0.0,VN,IDS 3
1065,0.0,0.0,VN,IDS 1
1066,0.0,0.0,VN,IDS 1
1068,0.0,0.0,VN,IDS 3
1070,0.0,0.0,VN,IDS 1
1072,0.0,0.0,VN,IDS 3
1073,0.0,0.0,VN,IDS 3
1074,0.0,0.0,VN,IDS 1
1076,0.0,0.0,VN,IDS 1
1077,0.0,0.0,VN,IDS 1
1078,0.0,0.0,VN,IDS 3
1081,0.0,0.0,VN,IDS 3
1082,0.0,0.0,VN,IDS 3
1084,0.0,0.0,VN,IDS 1
1087,0.0,0.0,VN,IDS 3
1145,0.0,0.0,VN,IDS 1
1146,0.0,0.0,VN,IDS 3
1147,0.0,0.0,VN,IDS 3
1150,0.0,0.0,VN,IDS 3
1151,0.0,0.0,VN,IDS 1
1152,0.0,0.0,VN,IDS 3
1153,1.0,0.0,FP,IDS 3
1154,0.0,0.0,VN,IDS 3
1155,0.0,0.0,VN,IDS 3
2112,0.0,0.0,VN,IDS 1
2113,0.0,0.0,VN,IDS 3
2115,0.0,0.0,VN,IDS 3
2117,0.0,0.0,VN,IDS 3
2119,0.0,0.0,VN,IDS 1
2120,0.0,0.0,VN,IDS 3
2124,0.0,0.0,VN,IDS 1
2127,0.0,0.0,VN,IDS 3
2128,0.0,0.0,VN,IDS 3
2130,0.0,0.0,VN,IDS 1
2131,0.0,0.0,VN,IDS 1
2135,0.0,0.0,VN,IDS 1
2138,0.0,0.0,VN,IDS 1
2139,0.0,0.0,VN,IDS 3
2140,0.0,0.0,VN,IDS 3
2144,0.0,0.0,VN,IDS 1
2145,0.0,0.0,VN,IDS 1
2146,0.0,0.0,VN,IDS 3
2181,0.0,0.0,VN,IDS 1
2182,0.0,0.0,VN,IDS 1
2183,0.0,0.0,VN,IDS 1
2184,0.0,0.0,VN,IDS 3
2185,0.0,0.0,VN,IDS 1
2186,0.0,0.0,VN,IDS 1
2187,0.0,0.0,VN,IDS 1
2188,0.0,0.0,VN,IDS 3
2190,0.0,0.0,VN,IDS 3
2191,0.0,0.0,VN,IDS 1
2193,0.0,0.0,VN,IDS 3
2194,1.0,0.0,FP,IDS 1
2195,0.0,0.0,VN,IDS 3
2199,0.0,0.0,VN,IDS 3
2200,1.0,0.0,FP,IDS 1
2201,0.0,0.0,VN,IDS 3
2203,0.0,0.0,VN,IDS 3
2204,0.0,0.0,VN,IDS 1
2205,0.0,0.0,VN,IDS 3
2206,0.0,0.0,VN,IDS 3
2208,0.0,0.0,VN,IDS 3
2247,0.0,0.0,VN,IDS 1
2248,0.0,0.0,VN,IDS 1
2351,0.0,0.0,VN,IDS 1
2352,0.0,0.0,VN,IDS 1
2641,0.0,0.0,VN,IDS 1
2643,0.0,0.0,VN,IDS 1
2644,0.0,0.0,VN,IDS 1
2645,0.0,0.0,VN,IDS 3
2646,0.0,0.0,VN,IDS 1
2651,0.0,0.0,VN,IDS 3
2652,0.0,0.0,VN,IDS 1
2655,0.0,0.0,VN,IDS 3
2656,0.0,0.0,VN,IDS 1
2657,0.0,0.0,VN,IDS 3
2659,0.0,0.0,VN,IDS 1
2661,0.0,0.0,VN,IDS 1
2663,0.0,0.0,VN,IDS 3
2667,0.0,0.0,VN,IDS 3
2668,0.0,0.0,VN,IDS 1
2669,0.0,0.0,VN,IDS 3
2670,0.0,0.0,VN,IDS 1
2672,0.0,0.0,VN,IDS 3
2673,0.0,0.0,VN,IDS 1
2674,0.0,0.0,VN,IDS 3
2675,0.0,0.0,VN,IDS 3
2703,0.0,0.0,VN,IDS 3
2704,0.0,0.0,VN,IDS 1
2705,0.0,0.0,VN,IDS 1
2706,1.0,0.0,FP,IDS 1
2708,0.0,0.0,VN,IDS 1
2709,0.0,0.0,VN,IDS 1
2710,0.0,0.0,VN,IDS 1
2711,0.0,0.0,VN,IDS 1
2712,0.0,0.0,VN,IDS 1
2715,0.0,0.0,VN,IDS 1
2716,0.0,0.0,VN,IDS 1
2718,0.0,0.0,VN,IDS 1
2719,0.0,0.0,VN,IDS 1
2720,0.0,0.0,VN,IDS 1
2721,0.0,0.0,VN,IDS 1
2724,0.0,0.0,VN,IDS 1
2725,0.0,0.0,VN,IDS 1
2726,0.0,0.0,VN,IDS 1
2727,0.0,0.0,VN,IDS 1
509,0.0,0.0,VN,IDS 1
511,0.0,0.0,VN,IDS 1
512,0.0,0.0,VN,IDS 1
515,0.0,0.0,VN,IDS 1
517,0.0,0.0,VN,IDS 1
518,0.0,0.0,VN,IDS 1
519,0.0,0.0,VN,IDS 1
520,0.0,0.0,VN,IDS 1
521,0.0,0.0,VN,IDS 1
523,0.0,0.0,VN,IDS 1
524,1.0,0.0,FP,IDS 1
6183,0.0,3.0,FN,IDS 1
6189,3.0,3.0,VP,IDS 3
6192,3.0,3.0,VP,IDS 1
6195,3.0,3.0,VP,IDS 3
6197,0.0,3.0,FN,IDS 1
6200,3.0,3.0,VP,IDS 1
6202,3.0,3.0,VP,IDS 3
6449,3.0,3.0,VP,IDS 3
6451,3.0,3.0,VP,IDS 1
6458,3.0,3.0,VP,IDS 3
6464,4.0,3.0,FN,IDS 3
6465,3.0,3.0,VP,IDS 1
6466,3.0,3.0,VP,IDS 1
6469,3.0,3.0,VP,IDS 3
6470,3.0,3.0,VP,IDS 3
6473,3.0,3.0,VP,IDS 1
6481,3.0,3.0,VP,IDS 1
6488,3.0,3.0,VP,IDS 3
6497,3.0,3.0,VP,IDS 1
6501,0.0,3.0,FN,IDS 1
6503,3.0,3.0,VP,IDS 3
6505,0.0,3.0,FN,IDS 1
6506,3.0,3.0,VP,IDS 3
6507,0.0,3.0,FN,IDS 1
6513,3.0,3.0,VP,IDS 3
6516,3.0,3.0,VP,IDS 1
6518,3.0,3.0,VP,IDS 1
6519,3.0,3.0,VP,IDS 1
6615,3.0,3.0,VP,IDS 3
6617,3.0,3.0,VP,IDS 1
6621,3.0,3.0,VP,IDS 1
6622,3.0,3.0,VP,IDS 3
6624,3.0,3.0,VP,IDS 3
6627,3.0,3.0,VP,IDS 3
6630,3.0,3.0,VP,IDS 3
6636,3.0,3.0,VP,IDS 3
6639,0.0,3.0,FN,IDS 1
6644,3.0,3.0,VP,IDS 3
6645,3.0,3.0,VP,IDS 1
6647,3.0,3.0,VP,IDS 3
6649,3.0,3.0,VP,IDS 1
6653,3.0,3.0,VP,IDS 3
6654,3.0,3.0,VP,IDS 3
6657,3.0,3.0,VP,IDS 1
6659,3.0,3.0,VP,IDS 3
6660,3.0,3.0,VP,IDS 3
6662,3.0,3.0,VP,IDS 3
6664,3.0,3.0,VP,IDS 3
6665,3.0,3.0,VP,IDS 1
6666,4.0,3.0,FN,IDS 1
7074,3.0,3.0,VP,IDS 3
7076,3.0,3.0,VP,IDS 1
7079,3.0,3.0,VP,IDS 1
7085,3.0,3.0,VP,IDS 1
7086,3.0,3.0,VP,IDS 3
7087,3.0,3.0,VP,IDS 1
7088,3.0,3.0,VP,IDS 1
7090,3.0,3.0,VP,IDS 1
7091,3.0,3.0,VP,IDS 1
7092,3.0,3.0,VP,IDS 3
7093,3.0,3.0,VP,IDS 3
7095,3.0,3.0,VP,IDS 1
7097,3.0,3.0,VP,IDS 1
7098,3.0,3.0,VP,IDS 1
7099,3.0,3.0,VP,IDS 3
7100,3.0,3.0,VP,IDS 1
7101,3.0,3.0,VP,IDS 1
7102,3.0,3.0,VP,IDS 3
7104,3.0,3.0,VP,IDS 1
7108,0.0,3.0,FN,IDS 1
7109,3.0,3.0,VP,IDS 1
7110,3.0,3.0,VP,IDS 1
7111,3.0,3.0,VP,IDS 1
7113,3.0,3.0,VP,IDS 1
7114,3.0,3.0,VP,IDS 3
7115,3.0,3.0,VP,IDS 3
7117,3.0,3.0,VP,IDS 1
7121,4.0,3.0,FN,IDS 1
7125,3.0,3.0,VP,IDS 3
7126,3.0,3.0,VP,IDS 1
7132,3.0,3.0,VP,IDS 1
7133,3.0,3.0,VP,IDS 1
7138,3.0,3.0,VP,IDS 1
7140,3.0,3.0,VP,IDS 3
7235,4.0,3.0,FN,IDS 1
7238,3.0,3.0,VP,IDS 1
7243,3.0,3.0,VP,IDS 3
7244,3.0,3.0,VP,IDS 3
7245,3.0,3.0,VP,IDS 1
7250,3.0,3.0,VP,IDS 3
7253,3.0,3.0,VP,IDS 1
7256,3.0,3.0,VP,IDS 3
7260,3.0,3.0,VP,IDS 1
7264,3.0,3.0,VP,IDS 1
7265,4.0,3.0,FN,IDS 1
7267,3.0,3.0,VP,IDS 1
7271,3.0,3.0,VP,IDS 1
7273,3.0,3.0,VP,IDS 3
7276,4.0,3.0,FN,IDS 1
7277,3.0,3.0,VP,IDS 1
7280,3.0,3.0,VP,IDS 1
7281,3.0,3.0,VP,IDS 1
7288,3.0,3.0,VP,IDS 3
7292,3.0,3.0,VP,IDS 3
7296,3.0,3.0,VP,IDS 1
7297,3.0,3.0,VP,IDS 1
7298,3.0,3.0,VP,IDS 3
7299,3.0,3.0,VP,IDS 1
7301,3.0,3.0,VP,IDS 3
7302,3.0,3.0,VP,IDS 3
7304,3.0,3.0,VP,IDS 3
7306,3.0,3.0,VP,IDS 1
7319,3.0,3.0,VP,IDS 1
7320,3.0,3.0,VP,IDS 3
7561,4.0,4.0,VP,IDS 3
7563,4.0,4.0,VP,IDS 1
7565,4.0,4.0,VP,IDS 3
76,0.0,0.0,VN,IDS 1
77,0.0,0.0,VN,IDS 3
80,0.0,0.0,VN,IDS 3
82,0.0,0.0,VN,IDS 3
84,0.0,0.0,VN,IDS 1
85,0.0,0.0,VN,IDS 1
86,0.0,0.0,VN,IDS 1
87,0.0,0.0,VN,IDS 1
90,0.0,0.0,VN,IDS 3
91,0.0,0.0,VN,IDS 1
92,4.0,0.0,FP,IDS 3
94,0.0,0.0,VN,IDS 3
96,0.0,0.0,VN,IDS 1
97,1.0,0.0,FP,IDS 1
98,0.0,0.0,VN,IDS 3
99,0.0,0.0,VN,IDS 3
100,0.0,0.0,VN,IDS 1
101,0.0,0.0,VN,IDS 3
102,0.0,0.0,VN,IDS 3
103,0.0,0.0,VN,IDS 1
104,0.0,0.0,VN,IDS 3
106,0.0,0.0,VN,IDS 1
108,0.0,0.0,VN,IDS 1
109,0.0,0.0,VN,IDS 1
110,0.0,0.0,VN,IDS 1
111,0.0,0.0,VN,IDS 1
112,0.0,0.0,VN,IDS 1
113,1.0,0.0,FP,IDS 3
114,0.0,0.0,VN,IDS 3
115,0.0,0.0,VN,IDS 1
116,0.0,0.0,VN,IDS 3
117,0.0,0.0,VN,IDS 1
118,0.0,0.0,VN,IDS 3
119,0.0,0.0,VN,IDS 1
121,0.0,0.0,VN,IDS 1
122,0.0,0.0,VN,IDS 3
123,0.0,0.0,VN,IDS 3
124,0.0,0.0,VN,IDS 1
127,0.0,0.0,VN,IDS 3
128,0.0,0.0,VN,IDS 3
130,0.0,0.0,VN,IDS 1
132,0.0,0.0,VN,IDS 3
133,0.0,0.0,VN,IDS 3
134,0.0,0.0,VN,IDS 3
135,0.0,0.0,VN,IDS 1
136,0.0,0.0,VN,IDS 3
137,1.0,0.0,FP,IDS 3
139,0.0,0.0,VN,IDS 1
140,0.0,0.0,VN,IDS 3
141,0.0,0.0,VN,IDS 3
145,0.0,0.0,VN,IDS 3
794,0.0,0.0,VN,IDS 3
796,0.0,0.0,VN,IDS 3
797,0.0,0.0,VN,IDS 3
798,0.0,0.0,VN,IDS 3
799,0.0,0.0,VN,IDS 1
800,1.0,0.0,FP,IDS 3
801,0.0,0.0,VN,IDS 1
802,0.0,0.0,VN,IDS 3
803,0.0,0.0,VN,IDS 1
804,0.0,0.0,VN,IDS 3
805,0.0,0.0,VN,IDS 1
809,0.0,0.0,VN,IDS 3
810,0.0,0.0,VN,IDS 3
812,0.0,0.0,VN,IDS 1
1028,0.0,0.0,VN,IDS 1
1029,0.0,0.0,VN,IDS 3
1032,0.0,0.0,VN,IDS 1
1033,0.0,0.0,VN,IDS 1
1035,0.0,0.0,VN,IDS 1
1037,0.0,0.0,VN,IDS 3
1038,0.0,0.0,VN,IDS 3
1039,0.0,0.0,VN,IDS 1
1041,0.0,0.0,VN,IDS 3
1042,0.0,0.0,VN,IDS 3
1043,0.0,0.0,VN,IDS 3
1044,0.0,0.0,VN,IDS 3
1045,0.0,0.0,VN,IDS 3
1046,0.0,0.0,VN,IDS 3
1047,0.0,0.0,VN,IDS 1
1048,0.0,0.0,VN,IDS 1
1050,0.0,0.0,VN,IDS 3
1051,0.0,0.0,VN,IDS 1
1052,0.0,0.0,VN,IDS 1
1053,0.0,0.0,VN,IDS 1
1055,0.0,0.0,VN,IDS 1
1056,0.0,0.0,VN,IDS 1
1057,0.0,0.0,VN,IDS 1
1058,1.0,0.0,FP,IDS 3
1059,1.0,0.0,FP,IDS 3
1060,0.0,0.0,VN,IDS 3
1062,0.0,0.0,VN,IDS 1
1063,0.0,0.0,VN,IDS 3
1262,0.0,0.0,VN,IDS 1
1264,0.0,0.0,VN,IDS 1
1266,0.0,0.0,VN,IDS 3
1268,0.0,0.0,VN,IDS 1
1270,0.0,0.0,VN,IDS 1
1272,0.0,0.0,VN,IDS 3
1274,0.0,0.0,VN,IDS 1
1275,0.0,0.0,VN,IDS 1
1278,0.0,0.0,VN,IDS 3
1279,0.0,0.0,VN,IDS 3
1280,0.0,0.0,VN,IDS 3
1393,0.0,0.0,VN,IDS 3
1394,0.0,0.0,VN,IDS 3
1395,0.0,0.0,VN,IDS 1
1396,0.0,0.0,VN,IDS 1
1397,0.0,0.0,VN,IDS 1
1398,0.0,0.0,VN,IDS 1
1400,0.0,0.0,VN,IDS 1
1401,0.0,0.0,VN,IDS 3
1403,0.0,0.0,VN,IDS 1
1404,0.0,0.0,VN,IDS 3
1408,0.0,0.0,VN,IDS 3
1409,0.0,0.0,VN,IDS 1
1410,0.0,0.0,VN,IDS 3
1411,1.0,0.0,FP,IDS 3
1412,0.0,0.0,VN,IDS 1
1413,0.0,0.0,VN,IDS 3
1414,0.0,0.0,VN,IDS 3
1415,0.0,0.0,VN,IDS 3
1416,0.0,0.0,VN,IDS 1
1417,0.0,0.0,VN,IDS 1
1419,0.0,0.0,VN,IDS 1
1422,0.0,0.0,VN,IDS 1
1429,0.0,0.0,VN,IDS 3
1431,0.0,0.0,VN,IDS 1
1432,0.0,0.0,VN,IDS 1
1433,0.0,0.0,VN,IDS 3
1435,0.0,0.0,VN,IDS 3
1438,0.0,0.0,VN,IDS 3
1441,0.0,0.0,VN,IDS 3
1442,0.0,0.0,VN,IDS 1
1443,0.0,0.0,VN,IDS 1
1445,0.0,0.0,VN,IDS 1
1446,0.0,0.0,VN,IDS 1
1447,0.0,0.0,VN,IDS 3
1449,0.0,0.0,VN,IDS 3
1451,0.0,0.0,VN,IDS 1
1453,0.0,0.0,VN,IDS 1
1455,0.0,0.0,VN,IDS 3
1491,0.0,0.0,VN,IDS 1
1492,0.0,0.0,VN,IDS 3
1493,0.0,0.0,VN,IDS 1
1495,0.0,0.0,VN,IDS 3
1498,0.0,0.0,VN,IDS 1
1500,0.0,0.0,VN,IDS 3
1501,0.0,0.0,VN,IDS 1
1502,0.0,0.0,VN,IDS 1
1503,0.0,0.0,VN,IDS 3
1962,0.0,0.0,VN,IDS 1
1965,0.0,0.0,VN,IDS 1
1966,0.0,0.0,VN,IDS 1
1967,0.0,0.0,VN,IDS 3
1970,0.0,0.0,VN,IDS 3
1971,0.0,0.0,VN,IDS 1
1972,0.0,0.0,VN,IDS 1
1977,0.0,0.0,VN,IDS 1
1978,0.0,0.0,VN,IDS 1
1980,0.0,0.0,VN,IDS 1
2074,0.0,0.0,VN,IDS 3
2081,0.0,0.0,VN,IDS 3
2082,0.0,0.0,VN,IDS 1
2083,0.0,0.0,VN,IDS 3
2084,0.0,0.0,VN,IDS 1
2085,0.0,0.0,VN,IDS 1
2086,0.0,0.0,VN,IDS 3
2087,0.0,0.0,VN,IDS 3
2090,0.0,0.0,VN,IDS 1
2091,0.0,0.0,VN,IDS 1
2092,0.0,0.0,VN,IDS 1
2093,0.0,0.0,VN,IDS 1
2094,0.0,0.0,VN,IDS 3
2095,0.0,0.0,VN,IDS 3
2096,0.0,0.0,VN,IDS 3
2097,0.0,0.0,VN,IDS 1
2098,0.0,0.0,VN,IDS 3
2099,0.0,0.0,VN,IDS 3
2101,0.0,0.0,VN,IDS 3
2102,0.0,0.0,VN,IDS 1
2103,1.0,0.0,FP,IDS 1
2104,0.0,0.0,VN,IDS 1
2106,0.0,0.0,VN,IDS 3
2107,0.0,0.0,VN,IDS 3
2109,0.0,0.0,VN,IDS 1
2111,0.0,0.0,VN,IDS 3
3086,0.0,0.0,VN,IDS 1
3087,0.0,0.0,VN,IDS 3
3088,0.0,0.0,VN,IDS 3
2728,0.0,0.0,VN,IDS 1
2729,0.0,0.0,VN,IDS 1
2730,0.0,0.0,VN,IDS 1
2731,1.0,0.0,FP,IDS 1
2800,0.0,0.0,VN,IDS 1
2801,0.0,0.0,VN,IDS 1
2802,0.0,0.0,VN,IDS 1
2804,0.0,0.0,VN,IDS 1
2806,0.0,0.0,VN,IDS 1
2808,0.0,0.0,VN,IDS 1
2809,0.0,0.0,VN,IDS 1
2810,4.0,0.0,FP,IDS 1
2811,0.0,0.0,VN,IDS 1
2812,0.0,0.0,VN,IDS 1
2813,0.0,0.0,VN,IDS 1
2814,0.0,0.0,VN,IDS 1
2815,0.0,0.0,VN,IDS 1
2816,0.0,0.0,VN,IDS 1
2817,0.0,0.0,VN,IDS 1
2818,0.0,0.0,VN,IDS 1
2821,0.0,0.0,VN,IDS 1
2823,0.0,0.0,VN,IDS 1
2824,0.0,0.0,VN,IDS 1
2825,0.0,0.0,VN,IDS 1
2827,0.0,0.0,VN,IDS 1
3075,0.0,0.0,VN,IDS 1
3077,0.0,0.0,VN,IDS 1
3079,0.0,0.0,VN,IDS 1
3080,0.0,0.0,VN,IDS 1
3081,0.0,0.0,VN,IDS 1
3083,0.0,0.0,VN,IDS 1
3089,0.0,0.0,VN,IDS 1
3090,0.0,0.0,VN,IDS 1
3092,0.0,0.0,VN,IDS 1
3093,0.0,0.0,VN,IDS 1
3096,0.0,0.0,VN,IDS 1
3098,0.0,0.0,VN,IDS 1
3099,0.0,0.0,VN,IDS 1
3100,0.0,0.0,VN,IDS 1
3472,0.0,0.0,VN,IDS 1
3473,0.0,0.0,VN,IDS 1
3610,0.0,0.0,VN,IDS 1
3611,0.0,0.0,VN,IDS 1
3612,0.0,0.0,VN,IDS 1
3613,0.0,0.0,VN,IDS 1
3616,0.0,0.0,VN,IDS 1
3617,0.0,0.0,VN,IDS 1
3618,0.0,0.0,VN,IDS 1
3620,0.0,0.0,VN,IDS 1
3622,0.0,0.0,VN,IDS 1
3624,0.0,0.0,VN,IDS 1
3625,0.0,0.0,VN,IDS 1
3627,4.0,0.0,FP,IDS 1
3628,0.0,0.0,VN,IDS 1
3632,0.0,0.0,VN,IDS 1
3633,0.0,0.0,VN,IDS 1
3634,0.0,0.0,VN,IDS 1
3635,0.0,0.0,VN,IDS 1
3636,0.0,0.0,VN,IDS 1
3637,1.0,0.0,FP,IDS 1
3638,0.0,0.0,VN,IDS 1
3639,0.0,0.0,VN,IDS 1
3773,0.0,0.0,VN,IDS 1
3774,0.0,0.0,VN,IDS 1
3775,0.0,0.0,VN,IDS 1
3776,0.0,0.0,VN,IDS 1
3777,0.0,0.0,VN,IDS 1
3778,0.0,0.0,VN,IDS 1
4269,0.0,0.0,VN,IDS 1
4270,0.0,0.0,VN,IDS 1
4271,0.0,0.0,VN,IDS 1
4273,0.0,0.0,VN,IDS 1
4274,0.0,0.0,VN,IDS 1
4275,0.0,0.0,VN,IDS 1
4279,0.0,0.0,VN,IDS 1
4280,0.0,0.0,VN,IDS 1
4281,0.0,0.0,VN,IDS 1
4282,0.0,0.0,VN,IDS 1
4284,0.0,0.0,VN,IDS 1
4285,0.0,0.0,VN,IDS 1
4287,0.0,0.0,VN,IDS 1
4288,0.0,0.0,VN,IDS 1
4289,0.0,0.0,VN,IDS 1
4290,0.0,0.0,VN,IDS 1
4291,0.0,0.0,VN,IDS 1
4292,0.0,0.0,VN,IDS 1
4293,0.0,0.0,VN,IDS 1
4297,0.0,0.0,VN,IDS 1
1405,0.0,0.0,VN,IDS 1
1407,0.0,0.0,VN,IDS 1
655,0.0,0.0,VN,IDS 1
656,0.0,0.0,VN,IDS 3
660,0.0,0.0,VN,IDS 1
664,0.0,0.0,VN,IDS 1
665,0.0,0.0,VN,IDS 1
666,0.0,0.0,VN,IDS 3
667,0.0,0.0,VN,IDS 3
668,0.0,0.0,VN,IDS 1
669,0.0,0.0,VN,IDS 1
671,0.0,0.0,VN,IDS 1
674,0.0,0.0,VN,IDS 3
677,0.0,0.0,VN,IDS 1
678,0.0,0.0,VN,IDS 1
679,0.0,0.0,VN,IDS 3
680,0.0,0.0,VN,IDS 1
681,0.0,0.0,VN,IDS 3
683,0.0,0.0,VN,IDS 1
684,0.0,0.0,VN,IDS 1
685,0.0,0.0,VN,IDS 1
780,0.0,0.0,VN,IDS 3
782,0.0,0.0,VN,IDS 3
783,0.0,0.0,VN,IDS 3
786,1.0,0.0,FP,IDS 3
790,0.0,0.0,VN,IDS 3
791,0.0,0.0,VN,IDS 3
792,0.0,0.0,VN,IDS 1
1456,0.0,0.0,VN,IDS 1
1457,0.0,0.0,VN,IDS 1
1458,0.0,0.0,VN,IDS 1
1459,0.0,0.0,VN,IDS 1
1461,0.0,0.0,VN,IDS 1
1462,0.0,0.0,VN,IDS 1
1463,0.0,0.0,VN,IDS 1
1464,0.0,0.0,VN,IDS 1
1465,0.0,0.0,VN,IDS 1
1466,0.0,0.0,VN,IDS 1
1467,0.0,0.0,VN,IDS 1
1471,0.0,0.0,VN,IDS 1
1472,0.0,0.0,VN,IDS 1
1473,0.0,0.0,VN,IDS 1
1474,0.0,0.0,VN,IDS 1
1475,0.0,0.0,VN,IDS 1
1476,0.0,0.0,VN,IDS 1
1477,0.0,0.0,VN,IDS 1
1479,0.0,0.0,VN,IDS 1
1481,0.0,0.0,VN,IDS 1
1482,0.0,0.0,VN,IDS 1
1485,0.0,0.0,VN,IDS 1
1486,0.0,0.0,VN,IDS 1
1487,0.0,0.0,VN,IDS 1
1156,0.0,0.0,VN,IDS 3
1157,0.0,0.0,VN,IDS 3
1158,0.0,0.0,VN,IDS 3
1159,0.0,0.0,VN,IDS 1
1160,0.0,0.0,VN,IDS 1
1161,0.0,0.0,VN,IDS 3
1162,0.0,0.0,VN,IDS 3
1163,0.0,0.0,VN,IDS 1
1166,0.0,0.0,VN,IDS 3
1168,1.0,0.0,FP,IDS 3
1169,0.0,0.0,VN,IDS 3
1170,0.0,0.0,VN,IDS 1
1249,0.0,0.0,VN,IDS 3
1250,0.0,0.0,VN,IDS 3
1251,0.0,0.0,VN,IDS 1
1252,0.0,0.0,VN,IDS 1
1253,0.0,0.0,VN,IDS 3
1254,0.0,0.0,VN,IDS 3
1255,0.0,0.0,VN,IDS 1
1256,0.0,0.0,VN,IDS 3
1258,0.0,0.0,VN,IDS 3
1261,0.0,0.0,VN,IDS 1
1504,0.0,0.0,VN,IDS 3
1507,0.0,0.0,VN,IDS 3
1508,0.0,0.0,VN,IDS 1
1509,0.0,0.0,VN,IDS 1
1510,0.0,0.0,VN,IDS 3
1513,0.0,0.0,VN,IDS 1
1514,0.0,0.0,VN,IDS 1
1516,0.0,0.0,VN,IDS 1
1518,0.0,0.0,VN,IDS 1
1519,0.0,0.0,VN,IDS 3
1520,0.0,0.0,VN,IDS 3
1521,0.0,0.0,VN,IDS 1
1522,0.0,0.0,VN,IDS 3
1555,0.0,0.0,VN,IDS 1
1556,0.0,0.0,VN,IDS 3
1557,0.0,0.0,VN,IDS 1
1558,0.0,0.0,VN,IDS 1
1559,0.0,0.0,VN,IDS 1
1561,0.0,0.0,VN,IDS 1
1562,0.0,0.0,VN,IDS 1
1948,0.0,0.0,VN,IDS 1
1955,0.0,0.0,VN,IDS 1
1958,0.0,0.0,VN,IDS 1
1959,0.0,0.0,VN,IDS 1
1960,0.0,0.0,VN,IDS 1
1961,0.0,0.0,VN,IDS 1
1563,0.0,0.0,VN,IDS 1
1564,0.0,0.0,VN,IDS 3
1565,0.0,0.0,VN,IDS 1
1566,0.0,0.0,VN,IDS 1
1567,0.0,0.0,VN,IDS 1
1569,0.0,0.0,VN,IDS 1
1570,0.0,0.0,VN,IDS 1
1571,0.0,0.0,VN,IDS 3
1572,0.0,0.0,VN,IDS 1
1573,0.0,0.0,VN,IDS 1
1574,0.0,0.0,VN,IDS 3
1575,1.0,0.0,FP,IDS 1
1576,0.0,0.0,VN,IDS 1
1577,0.0,0.0,VN,IDS 3
1579,0.0,0.0,VN,IDS 1
1772,0.0,0.0,VN,IDS 1
1773,0.0,0.0,VN,IDS 1
1774,0.0,0.0,VN,IDS 1
1775,0.0,0.0,VN,IDS 3
1776,0.0,0.0,VN,IDS 3
1777,0.0,0.0,VN,IDS 3
2249,0.0,0.0,VN,IDS 1
1778,0.0,0.0,VN,IDS 3
1779,0.0,0.0,VN,IDS 1
1781,0.0,0.0,VN,IDS 1
1782,0.0,0.0,VN,IDS 1
1783,0.0,0.0,VN,IDS 1
1785,0.0,0.0,VN,IDS 1
1786,0.0,0.0,VN,IDS 3
1787,0.0,0.0,VN,IDS 1
1790,0.0,0.0,VN,IDS 1
1791,0.0,0.0,VN,IDS 3
1792,0.0,0.0,VN,IDS 3
1793,0.0,0.0,VN,IDS 3
1795,0.0,0.0,VN,IDS 3
1797,0.0,0.0,VN,IDS 3
1799,0.0,0.0,VN,IDS 3
1906,0.0,0.0,VN,IDS 3
1907,1.0,0.0,FP,IDS 1
1908,0.0,0.0,VN,IDS 3
1909,0.0,0.0,VN,IDS 3
1910,0.0,0.0,VN,IDS 1
1911,0.0,0.0,VN,IDS 1
1913,0.0,0.0,VN,IDS 1
1915,0.0,0.0,VN,IDS 3
1917,0.0,0.0,VN,IDS 3
